epoch,train_loss,val_loss,train_acc,val_acc,lr
0,2.038152827682495,1.6344917919158934,0.27106,0.3874,0.1
1,1.5163966071319581,1.4763459970474244,0.44134,0.4635,0.1
2,1.2509469244384765,1.3122947782516479,0.54808,0.5368,0.1
3,1.0379764752578735,0.9597042474746704,0.6315,0.6627,0.1
4,0.8787931177139282,0.9055778533935547,0.69026,0.6848,0.1
5,0.7295673182106018,0.7282900460243225,0.74448,0.7545,0.1
6,0.652682498588562,0.648474031829834,0.77572,0.7742,0.1
7,0.5926966718101502,0.7010096215248108,0.79606,0.7709,0.1
8,0.5473538382816314,0.923597504901886,0.8126,0.7131,0.1
9,0.5144113169956207,0.5503072754383087,0.82374,0.8101,0.1
10,0.5009915058517456,0.7993052222728729,0.82896,0.7436,0.1
11,0.47229449035644533,0.6920258127212524,0.83732,0.7708,0.1
12,0.45639490377426145,0.6723628723621369,0.84366,0.7817,0.1
13,0.44172852071762087,0.5762340700149536,0.84908,0.7987,0.1
14,0.43943008123397825,0.6222567719459534,0.84864,0.7989,0.1
15,0.425396200094223,0.630979086112976,0.854,0.7942,0.1
16,0.41467909552574156,0.493550675201416,0.85808,0.8358,0.1
17,0.4060934223937988,0.9901082830429078,0.86036,0.7052,0.1
18,0.39355446208000183,0.5182931938171387,0.86542,0.8259,0.1
19,0.3861379158687592,0.5703393001556396,0.86888,0.8151,0.1
20,0.38075109340667723,0.50368882522583,0.87052,0.8302,0.1
21,0.3733654622745514,0.6340168667793273,0.87404,0.7952,0.1
22,0.37114289152145385,0.44975755820274355,0.87368,0.8481,0.1
23,0.36873818162918093,0.6301916369438172,0.87444,0.8018,0.1
24,0.362108945016861,0.6174430739402771,0.8774,0.801,0.1
25,0.36439929524421694,0.4190234816551208,0.87582,0.8568,0.1
26,0.3546611432695389,0.6425350662231445,0.87918,0.8015,0.1
27,0.34974382033348084,0.40010254435539244,0.88036,0.8686,0.1
28,0.3524084424114227,0.5917412808418274,0.88,0.8079,0.1
29,0.3488647469329834,0.5962642021656036,0.88112,0.8084,0.1
30,0.3381020766067505,0.6006794570446015,0.88504,0.8204,0.1
31,0.3431956214904785,0.4741170353412628,0.88338,0.8442,0.1
32,0.3416326623249054,0.4849289563655853,0.88288,0.8436,0.1
33,0.33467161427497866,0.48918377532958984,0.88586,0.8403,0.1
34,0.335876501083374,0.4741913305282593,0.88594,0.8402,0.1
35,0.3315915520477295,0.5751548281669616,0.88754,0.819,0.1
36,0.32996970323562624,0.5739550184726715,0.88746,0.8228,0.1
37,0.32776128787994385,0.46857619347572327,0.88784,0.8492,0.1
38,0.32716015879631044,0.5782879411697388,0.88842,0.8193,0.1
39,0.3288506916713715,0.6696868745803833,0.8871,0.7913,0.1
40,0.3259969134759903,0.47032849669456483,0.88898,0.844,0.1
41,0.3247660451030731,0.41148095674514773,0.88894,0.8734,0.1
42,0.32057837300300596,0.5300650922060013,0.88944,0.8291,0.1
43,0.3266767108249664,0.45854704847335814,0.8892,0.845,0.1
44,0.3259965562915802,0.7036095118522644,0.88694,0.7911,0.1
45,0.32044550205230715,0.6284097765922546,0.89098,0.8031,0.1
46,0.3148846190166473,0.40196386089324954,0.89232,0.8715,0.1
47,0.31945023654937743,0.5679848998069763,0.8901,0.8182,0.1
48,0.3144299624347687,0.5557757298469543,0.89442,0.8309,0.1
49,0.3134861069297791,0.41607639088630677,0.89468,0.8588,0.1
50,0.31657766374588014,0.4762697567939758,0.89206,0.8395,0.1
51,0.3149340478038788,0.4575380497932434,0.89278,0.8497,0.1
52,0.31011732444763185,0.4413263081550598,0.89464,0.8581,0.1
53,0.3085404477214813,0.4549601328849793,0.8952,0.8435,0.1
54,0.31149082330703737,0.44001329956054686,0.89362,0.8573,0.1
55,0.3100992626523972,0.5298724666118622,0.89526,0.835,0.1
56,0.3096266731262207,0.5193923360824585,0.89474,0.8333,0.1
57,0.3097349684333801,0.4879364137172699,0.89504,0.838,0.1
58,0.3085314978599548,0.5305188571453094,0.8941,0.84,0.1
59,0.3122019467306137,0.5216662719726562,0.89462,0.8274,0.1
60,0.3056188417816162,0.5232319447517395,0.89622,0.8316,0.1
61,0.3107850710487366,0.5667189626693726,0.89368,0.8193,0.1
62,0.3018322066307068,0.6399570485115051,0.89898,0.8091,0.1
63,0.3072371835708618,0.46052349200248716,0.8956,0.8485,0.1
64,0.3028866364002228,0.46270743324756625,0.89712,0.8455,0.1
65,0.30566336437225344,0.45155975764989853,0.89574,0.8531,0.1
66,0.30540245367050173,0.4326862232685089,0.8957,0.8507,0.1
67,0.30713911812782285,0.42565002365112303,0.89382,0.8637,0.1
68,0.3064666021442413,0.5179726253509521,0.89632,0.8386,0.1
69,0.29935068702697754,0.4515523257493973,0.89822,0.8517,0.1
70,0.3040245915699005,0.7112574149131775,0.89674,0.7936,0.1
71,0.30384264964103697,0.5690227011680603,0.89746,0.8203,0.1
72,0.3059584520816803,0.4540136832237244,0.89496,0.8493,0.1
73,0.2997261540031433,0.45605380425453185,0.89736,0.8503,0.1
74,0.30422554958343506,0.6369305271148682,0.89634,0.8005,0.1
75,0.2957259374332428,0.45548833360672,0.89934,0.8468,0.1
76,0.302286290845871,0.5091788398742676,0.89694,0.8403,0.1
77,0.2977164204120636,0.3940062563896179,0.89866,0.8684,0.1
78,0.3003380329799652,0.44344603900909424,0.89618,0.8559,0.1
79,0.3021663082408905,0.4790794082641602,0.89626,0.8406,0.1
80,0.29983254014968874,0.39593386688232424,0.898,0.8699,0.1
81,0.29673975677490233,0.46400350832939147,0.8983,0.8493,0.1
82,0.3026906139564514,0.4709990625858307,0.89496,0.8489,0.1
83,0.29761583168029787,0.5522600419521332,0.89896,0.8295,0.1
84,0.296580982170105,0.42575251502990724,0.89914,0.8633,0.1
85,0.2959047267150879,0.6088111975669861,0.8991,0.8127,0.1
86,0.2943062300109863,0.4984091270446777,0.9005,0.8382,0.1
87,0.29827278913497923,0.47253889989852904,0.89918,0.8496,0.1
88,0.2967164445590973,0.569724911737442,0.89832,0.8186,0.1
89,0.2936293884658813,0.5993004741668702,0.90036,0.8002,0.1
90,0.2976336662387848,0.594418390083313,0.89876,0.805,0.1
91,0.29392433531284334,0.5356360108852386,0.90026,0.8328,0.1
92,0.29134251953125,0.5364578207015991,0.90066,0.8341,0.1
93,0.2950076353359222,0.4330634602308273,0.90058,0.8544,0.1
94,0.29781395426750185,0.4024035701274872,0.89784,0.8665,0.1
95,0.2946959649562836,0.4412603169441223,0.89976,0.856,0.1
96,0.2981615954017639,0.4511064483165741,0.89804,0.8518,0.1
97,0.29518695086479185,0.42630493767261507,0.89836,0.8612,0.1
98,0.30142508346557617,0.4741011389732361,0.89732,0.847,0.1
99,0.14696255082607268,0.1947602274775505,0.95112,0.9331,0.0010000000000000002
100,0.09881205194234847,0.1890177211165428,0.96688,0.9377,0.010000000000000002
101,0.08204479900240898,0.18671063306331634,0.97254,0.9394,0.010000000000000002
102,0.06860304642438889,0.1827004240989685,0.97744,0.942,0.010000000000000002
103,0.05908223572075367,0.18374108633995057,0.98042,0.9429,0.010000000000000002
104,0.05136400639414787,0.19306116285324096,0.983,0.9425,0.010000000000000002
105,0.04676575322628021,0.20443063654899596,0.98452,0.9411,0.010000000000000002
106,0.039771552506089214,0.20211424589157104,0.9873,0.9423,0.010000000000000002
107,0.03679365212321281,0.23177326037883758,0.98794,0.9364,0.010000000000000002
108,0.03599496379941702,0.22655512752532958,0.9877,0.9377,0.010000000000000002
109,0.03164835244774818,0.22036692028045654,0.99022,0.9415,0.010000000000000002
110,0.031120919697880747,0.21323695437908172,0.98978,0.9439,0.010000000000000002
111,0.029325885567069054,0.22401102850437166,0.9901,0.9379,0.010000000000000002
112,0.02829437898874283,0.22577756919264794,0.99074,0.9397,0.010000000000000002
113,0.028250541679263115,0.22169220125675201,0.99106,0.9414,0.010000000000000002
114,0.027091152795553207,0.21926516518592834,0.99142,0.9402,0.010000000000000002
115,0.026422895247638224,0.21737511162757875,0.9917,0.9415,0.010000000000000002
116,0.026026483617722987,0.2335286426782608,0.99168,0.94,0.010000000000000002
117,0.0252766988158226,0.22883651576042174,0.99218,0.938,0.010000000000000002
118,0.02513989108145237,0.23281548047065734,0.9921,0.9372,0.010000000000000002
119,0.029190421811938285,0.22599869856834412,0.99034,0.9386,0.010000000000000002
120,0.027675777255296706,0.2561942007064819,0.99128,0.934,0.010000000000000002
121,0.026743194492459297,0.23440836668014525,0.99148,0.9379,0.010000000000000002
122,0.02860539038717747,0.2397943808078766,0.99068,0.9368,0.010000000000000002
123,0.027846947432756425,0.2426097716331482,0.99106,0.9366,0.010000000000000002
124,0.029788157524168492,0.25479162957668305,0.99024,0.9349,0.010000000000000002
125,0.030333257935643197,0.24732484390735626,0.99016,0.934,0.010000000000000002
126,0.031228481404185295,0.26850913017839195,0.99,0.9301,0.010000000000000002
127,0.035648266592621804,0.23185599589347838,0.9884,0.9367,0.010000000000000002
128,0.03554778015315533,0.2413103792309761,0.98846,0.9351,0.010000000000000002
129,0.0284546353033185,0.26226012541055677,0.99094,0.9325,0.010000000000000002
130,0.0327590207773447,0.26733690202236177,0.98926,0.9314,0.010000000000000002
131,0.033421490988135336,0.22605907437801362,0.98934,0.9375,0.010000000000000002
132,0.035957278512716295,0.2845050078392029,0.98782,0.9244,0.010000000000000002
133,0.035837951561808586,0.25097035179138183,0.98856,0.9322,0.010000000000000002
134,0.03576978861570358,0.24168848853111266,0.98896,0.9337,0.010000000000000002
135,0.03798667797267437,0.28721225366592407,0.98748,0.9244,0.010000000000000002
136,0.03994113465309143,0.2408932056427002,0.98722,0.9332,0.010000000000000002
137,0.04047576844573021,0.242026655626297,0.98694,0.932,0.010000000000000002
138,0.040273628311753275,0.27517746658325193,0.98678,0.9269,0.010000000000000002
139,0.038029570679664615,0.26660514936447144,0.98796,0.9298,0.010000000000000002
140,0.03764798582315445,0.24614779074192047,0.98766,0.9335,0.010000000000000002
141,0.037710641804933547,0.2915428319454193,0.98742,0.9209,0.010000000000000002
142,0.039657018554210666,0.25700934810638426,0.98734,0.9279,0.010000000000000002
143,0.040378077937960624,0.2445280111312866,0.98664,0.9361,0.010000000000000002
144,0.04251839252948761,0.26326678915023805,0.98536,0.9272,0.010000000000000002
145,0.04237633216500282,0.264375712287426,0.98572,0.9242,0.010000000000000002
146,0.04613928729534149,0.28530462604761125,0.98444,0.9247,0.010000000000000002
147,0.041804856175780294,0.27531496024131774,0.98618,0.9235,0.010000000000000002
148,0.041865199484229086,0.2620451719999313,0.98636,0.9258,0.010000000000000002
149,0.01912874458283186,0.19184090247154237,0.99446,0.947,0.00010000000000000003
150,0.010111465481221675,0.19089007019996643,0.99734,0.9479,0.0010000000000000002
151,0.007907094431966544,0.19153655142784118,0.99818,0.948,0.0010000000000000002
152,0.005716568861454725,0.19156903491020202,0.99892,0.9503,0.0010000000000000002
153,0.005254211843162775,0.19358088817596436,0.99894,0.9491,0.0010000000000000002
154,0.004631849061846733,0.19403337230682374,0.9992,0.9489,0.0010000000000000002
155,0.004489945420473814,0.19534222235679627,0.99918,0.9501,0.0010000000000000002
156,0.0039368165969848636,0.1976704761505127,0.9993,0.9489,0.0010000000000000002
157,0.003810472683645785,0.19730567574501037,0.99928,0.9493,0.0010000000000000002
158,0.0036845229682326316,0.1966587272167206,0.99944,0.951,0.0010000000000000002
159,0.0031003264558315275,0.19571985292434693,0.9996,0.9507,0.0010000000000000002
160,0.0029472007335722447,0.19666803984642028,0.9995,0.9511,0.0010000000000000002
161,0.0026704169370234013,0.19963927149772645,0.9997,0.9511,0.0010000000000000002
162,0.002793525707870722,0.19854897923469544,0.99958,0.9518,0.0010000000000000002
163,0.0026592078511416912,0.1990156578063965,0.99968,0.9497,0.0010000000000000002
164,0.002659558150805533,0.20003802042007446,0.99968,0.9499,0.0010000000000000002
165,0.0022493511771783234,0.1986191096305847,0.99974,0.9519,0.0010000000000000002
166,0.0022593927863240244,0.19844622864723205,0.99968,0.9516,0.0010000000000000002
167,0.002194675631225109,0.20001094193458557,0.99976,0.9517,0.0010000000000000002
168,0.002255134391626343,0.19742786145210267,0.99964,0.9519,0.0010000000000000002
169,0.0021796934147924186,0.2002090356349945,0.99978,0.9516,0.0010000000000000002
170,0.0020517399393022062,0.19941604876518249,0.99978,0.952,0.0010000000000000002
171,0.0023947438213974236,0.19878023447990417,0.99966,0.9521,0.0010000000000000002
172,0.0016994074145704509,0.19864245219230653,0.99986,0.9527,0.0010000000000000002
173,0.002277607058957219,0.20074073958396912,0.9997,0.9507,0.0010000000000000002
174,0.0017935784282535315,0.20156744661331177,0.99986,0.9508,0.0010000000000000002
175,0.0017208673004806042,0.20026005954742432,0.9998,0.9514,0.0010000000000000002
176,0.0016770138422213495,0.20174703722000123,0.99982,0.9515,0.0010000000000000002
177,0.0018720679710060358,0.19970801649093628,0.99978,0.9518,0.0010000000000000002
178,0.0018023945277184249,0.1999114363670349,0.99976,0.9525,0.0010000000000000002
179,0.0017592500164918601,0.2020633177757263,0.99984,0.9508,0.0010000000000000002
180,0.0016457246303930879,0.20218451108932495,0.99986,0.9523,0.0010000000000000002
181,0.0016704493286460638,0.20296794710159302,0.99984,0.9516,0.0010000000000000002
182,0.0015860809126496316,0.19918733644485473,0.99986,0.9526,0.0010000000000000002
183,0.0015472359361499548,0.20170169162750246,0.99992,0.9516,0.0010000000000000002
184,0.0016955460369959474,0.20166376023292543,0.9999,0.9521,0.0010000000000000002
185,0.0013754902206733822,0.1997205684185028,0.99994,0.9523,0.0010000000000000002
186,0.0015560891512408854,0.20040823454856874,0.99994,0.9517,0.0010000000000000002
187,0.001437542974203825,0.20518007674217223,0.99988,0.9503,0.0010000000000000002
188,0.001382117764800787,0.20345397348403932,0.99994,0.9511,0.0010000000000000002
189,0.0013556079781055451,0.20160307626724244,0.9999,0.9518,0.0010000000000000002
190,0.0013564778560772538,0.2030326089859009,0.99988,0.9511,0.0010000000000000002
191,0.0013874908687360585,0.2046532033920288,0.99988,0.9523,0.0010000000000000002
192,0.00126932031147182,0.20659848198890687,0.99994,0.952,0.0010000000000000002
193,0.0012491205326281489,0.2033861300945282,0.99994,0.9521,0.0010000000000000002
194,0.0013186284493654967,0.20408294830322266,0.99988,0.9523,0.0010000000000000002
195,0.0012816093660518526,0.2039106216907501,0.9999,0.9526,0.0010000000000000002
196,0.0014078069888427854,0.20655074257850647,0.99986,0.9528,0.0010000000000000002
197,0.0014077131759375333,0.20660444703102113,0.99988,0.9516,0.0010000000000000002
198,0.0013286721842363477,0.20835230383872985,0.99992,0.9513,0.0010000000000000002
199,0.001269124415665865,0.20763900122642517,0.99996,0.9512,0.0010000000000000002
